ID;Estado;Asunto;Solicitado;Resuelto;Rol de usuario;Agente de soporte;Servicio relacionado;Canal;Tipo;Prioridad
71886;Cerrado;Correccion de nombre;46076,58125;46076,58125;Estudiante;Carlos Calvo;Cambiar información personal;Presencial;Solicitud;Normal
71887;Cerrado;Ingreso al TEC Digital;46076,58819;46076,65833;Administrativo FundaTEC;Mariana Mora;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
71888;Cerrado;Acceso al Tec Digital;46076,61528;46076,66806;Estudiante;Mariana Mora;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71889;Cerrado;Actualización de cursos;46076,62917;46076,66389;Estudiante;Mariana Mora;Inclusiones;Formulario web;Solicitud;Normal
71890;Cerrado;Solicitud de asignación de grupos en TEC Digital;46076,63264;46076,65486;Director/Coordinador;Mariana Mora;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71891;Cerrado;Acceso a la plataforma;46076,63333;46077,36597;Profesor;Mariana Mora;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71892;Cerrado;actualización Cátedra Física General I;46076,65764;46076,66042;Profesor;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71893;Cerrado;Ayuda para entrar a la plataforma TEC-Digital;46076,66875;46076,675;;;;;;'-
71894;Cerrado;Ayuda para el acceso a la plataforma;46076,67014;46076,67639;Estudiante;Carlos Calvo;Cambio de contraseña;Correo;Solicitud;Normal
71895;Cerrado;Acceso al TEC Digital;46076,68958;46076,68958;Estudiante;Mariana Mora;Acceso a la plataforma TEC Digital;Teléfono;Solicitud;Normal
71896;Cerrado;Acceso Tec Digital;46076,73958;46077,31458;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71897;Cerrado;Solicitud para añadirme a la comunidad;46076,77361;46077,31667;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71898;Cerrado;Consulta inclusión y reflejo de cursos;46076,77778;46077,44583;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71899;Cerrado;Ayuda no puedo ingresar al correo;46076,87361;46077,31944;Estudiante;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
71900;Cerrado;Necesito soporte tecnico;46076,90625;46078,63403;Profesor;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71902;Cerrado;Incluir estudiantes en Laboratorio de proyectos I;46077,37847;46077,44583;Profesor;Mariana Mora;Agregar/cambiar asociación de estudiante a curso;Teléfono;Solicitud;Normal
71903;Cerrado;Consulta sobre actualizacion de cursos;46077,41319;46077,42639;Externo;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71904;Cerrado;Agregar cuentas como profesor asociado en cursos de Tec Digital - II Bimestre 2026;46077,41528;46077,42361;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71905;Cerrado;Inclusión a comunidades;46077,42083;46077,42083;Profesor;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Teléfono;Solicitud;Normal
71906;Cerrado;acceso plataforma;46077,43333;46077,44792;Estudiante;Mariana Mora;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71907;Cerrado;Ingreso al TEC Digital;46077,43611;46077,44514;Administrativo FundaTEC;Mariana Mora;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
71908;Cerrado;Problemas recurrentes con la matrícula;46077,475;46077,57292;Administrativo;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71909;Cerrado;Ayuda para ingreso a la plataforma;46077,49375;46077,55903;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71910;Cerrado;ayuda para ingreso;46077,52014;46077,55069;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71911;Cerrado;Ingreso al TEC Digital;46077,55208;46077,56597;Administrativo FundaTEC;Carlos Calvo;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
71912;Cerrado;Actualización cursos tec digital;46077,56528;46077,56736;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71913;Cerrado;Solicitud de Turnitin;46077,59236;46077,61458;Profesor;Carlos Calvo;Control de plagio;Correo;Solicitud;Normal
71914;Cerrado;Actualizacion Cátedra Física General I;46077,80556;46078,42361;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71915;Cerrado;Consulta;46077,80833;46078,375;;;;;;'-
71916;Cerrado;Re: Consulta;46078,28611;46078,37569;;;;Correo;;'-
71917;Cerrado;RE: Consulta;46078,32153;46078,40417;Director/Coordinador;Carlos Calvo;Asignación de permisos especiales;Correo;Solicitud;Normal
71918;Cerrado;Boleta perfil de ingreso 2026;46078,33542;46079,28472;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71919;Cerrado;Ingreso al TEC Digital;46078,37708;46078,38403;Administrativo FundaTEC;Carlos Calvo;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
71921;Cerrado;Problemas de acceso a TEC Digital – Usuario y contraseña inválidos;46078,38403;46078,40417;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71922;Cerrado;Consulta;46078,39444;46078,44583;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71923;Cerrado;Agregar estudiante a cátedra de cálculo superior;46078,39722;46079,32014;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71924;Cerrado;Comunidad estudiantes de ingeniería en Materiales;46078,41806;46078,44653;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71925;Cerrado;Cambio de profesor de curso;46078,44653;46078,45069;Estudiante;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71926;Cerrado;Ingreso al TEC Digital;46078,45417;46078,4625;Administrativo FundaTEC;Carlos Calvo;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
71927;Cerrado;Problemas con el dominio TEC;46078,46806;46078,47083;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71928;Cerrado;Agregar estudiantes de grupo de inclusión Resistencia de Materiales a la cátedra.;46078,46875;46078,47222;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71929;Cerrado;RV: MDE - Matrícula 2° bimestre 2026 - Gerencia de Logística y Cadena de Suministros;46078,47222;46079,55208;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71930;Cerrado;Usuario de teams;46078,49236;46078,55833;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71931;Cerrado;Solicitud de apertura de curso - TECDIGITAL;46078,49792;46078,59722;;;;;;'-
71932;Cerrado;Solicitud de cuentas y cambios.;46078,49792;46078,59861;Administrativo;Carlos Calvo;Asignación de permisos especiales;Correo;Solicitud;Normal
71933;Cerrado;Necesito cambiar una comunidad por cambio de carrera;46078,53403;46079,29375;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71934;Cerrado;Solicitud de apertura de curso - TECDIGITAL;46078,55556;46080,47847;Profesor;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
71935;Cerrado;Solicitud actualización de grupos;46078,58125;46079,32778;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71936;Cerrado;Inclusión;46078,58889;46079,33403;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71937;Cerrado;Divulgar en la comunidad de San José;46078,59028;46078,60833;Administrativo;Carlos Calvo;Envío de comunicados a lista seleccionada;Correo;Solicitud;Normal
71938;Cerrado;Cambio de docente;46078,6125;46078,63333;Administrativo;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71939;Cerrado;Problema al ingresar al TEC digital;46078,72083;46084,47847;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71940;Cerrado;Correo institucional y TECDigital;46078,77778;46080,31528;Externo;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71941;Cerrado;Por accidente pulse un boton del curso de fundamen...;46078,85625;46079,28889;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71942;Cerrado;Toque el boton de darse de baja por accidente;46078,85903;46079,28958;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71943;Cerrado;Acceso a plataforma tec digital;46078,89722;46079,55069;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71944;Cerrado;Envió de lista de asistentes;46079,36875;46079,39514;Administrativo;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71945;Cerrado;Consulta sobre expediente estudiantil;46079,40625;46079,42222;Estudiante;Mariana Mora;Expediente estudiantil;Correo;Solicitud;Normal
71946;Cerrado;Acceso al TEC Digital;46079,42569;46079,42569;Estudiante;Mariana Mora;Acceso a la plataforma TEC Digital;Presencial;Solicitud;Normal
71947;Cerrado;Ayuda a agregar estudiante a Cátedra;46079,50278;46079,55;Profesor;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71948;Cerrado;Envió aviso estudiantes;46079,55625;46079,62708;Administrativo;Carlos Calvo;Envío de comunicados a lista seleccionada;Correo;Solicitud;Normal
71949;Cerrado;agregar estudiantes a comunidad;46079,57708;46079,57708;Profesor;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Chat;Solicitud;Normal
71951;Cerrado;Ingreso al TEC Digital;46079,58542;46079,60278;Administrativo FundaTEC;Carlos Calvo;Cambiar información personal;Correo;Solicitud;Normal
71952;Cerrado;Solicitud de agregar estudiantes a comunidad;46079,69375;46083,44236;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71953;Cerrado;Problema con visualizar el resultado de las inclusiónes;46079,69653;46080,38194;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71954;Cerrado;Ayuda con descarga de matriz de calificación;46079,77083;46084,31736;Profesor FundaTEC;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
71955;Cerrado;Ayuda con microsoft authenticator;46079,78958;46080,33542;Estudiante;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
71956;Cerrado;Re: [Centro de Ayuda del TEC Digital] Actualización: Re: [Centro de Ayuda del TEC Digital] Actualización: Información de curso;46079,83819;46085,62917;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71957;Cerrado;Fwd: Problemas para ingresar a la plataforma TEC Digital;46079,86319;46080,42222;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71958;Cerrado;Solicitud;46080,35347;46080,39792;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71959;Cerrado;Acceso a curso - Aseguramiento de la calidad del software GR 51;46080,37153;46080,40833;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71960;Cerrado;Incorporación de estudiantes nuevos del PTEI al TEC Digital;46080,39375;46080,40833;Administrativo;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
71961;Cerrado;agregar a subgrupo;46080,39861;46080,39861;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Presencial;Solicitud;Normal
71962;Cerrado;RV: EIE-064-2026 Apertura curso MI3124 Dibujo Industrial;46080,41389;46080,41597;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71963;Cerrado;RV: Solicitud de divulgación;46080,49375;46084,32292;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
71964;Cerrado;Favor incluir estudiante en el TECDIGITAL;46080,51736;46080,54861;Profesor;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71965;Cerrado;Solicitud de soporte para acceso a tecDigital;46080,53403;46080,58194;Estudiante;Mariana Mora;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71966;Cerrado;Incluir un estudiante en la cátedra de Física General 3;46080,57083;46080,57847;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71969;Cerrado;RE: [Centro de Ayuda del TEC Digital];46080,72917;46083,55486;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71972;Cerrado;Solicitud de inclusión de estudiantes en la Comunidad de Cálculo Superior (MA-2104);46083,34861;46084,31875;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71973;Cerrado;RE: Inclusión aprobada y solicitud de información - MA2104 Gr1;46083,36319;46083,44792;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71974;Cerrado;Consulta sobre curso CE2201 - Grupo 2;46083,45;46083,47778;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71975;Cerrado;RV: Inclusiones;46083,49375;46083,58264;Director/Coordinador;Mariana Mora;Inclusiones;Correo;Solicitud;Normal
71976;Cerrado;Acceso a facampos@itcr.ac.cr a TECDigital;46083,53889;46083,66528;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71977;Cerrado;Solicitud de actualizar grupo en comunidad de Escuela de Ingeniería en Computación;46083,56042;46084,61528;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71978;Cerrado;Consulta sobre solicitud de inclusión;46083,58403;46083,61528;Estudiante;Mariana Mora;Inclusiones;Teléfono;Solicitud;Normal
71979;Cerrado;Inclusiones sin registrar;46083,59167;46083,61458;Estudiante;;;;;'-
71980;Cerrado;Re: [Centro de Ayuda del TEC Digital] Re: Acceso Tec Digital;46083,6;46083,60486;Estudiante;Carlos Calvo;Carpetas/Documentos;Correo;Solicitud;Normal
71981;Cerrado;RE: Solicitud para agregar tutor a comunidad en TEC Digital;46083,60764;46083,61042;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71982;Cerrado;Favor comunicar a todos los estudiantes sgte anuncio;46083,64861;46084,32708;Profesor;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
71983;Cerrado;Por favor agregar un estudiante a la comunidad de Cálculo para Administración;46083,68333;46084,31667;Profesor;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71984;Cerrado;Acceso a grupo 18 de Dibujo Técnico;46083,68403;46083,68681;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71985;Cerrado;agregar estudiante a una comunidad;46083,69653;46084,32153;Estudiante;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71987;Cerrado;Cambio de escuela;46083,72083;46084,4625;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71988;Cerrado;Problemas con el TEAMS;46083,74097;46084,32708;Estudiante;Mariana Mora;Atención personalizada a usuarios;Correo;Solicitud;Normal
71989;Cerrado;**importante** acceso a las grabaciones de Conta IV lunes noche;46083,85833;46084,32847;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71990;Cerrado;Solicitud de inclusión de estudiantes;46084,30417;46084,32847;Profesor;Carlos Calvo;Problemas con correos;Correo;Solicitud;'-
71991;Cerrado;Solicitud de inclusión de estudiantes;46084,30417;46084,47917;Profesor;Mariana Mora;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71992;Cerrado;Solicitud de ayuda en usuario para estudiante Jason Bonilla;46084,44792;46084,45069;Estudiante;Carlos Calvo;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
71993;Cerrado;Cambio de letra;46084,44861;46084,45208;Administrativo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71994;Cerrado;Inclusión de profesores en curso;46084,45069;46084,45417;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71995;Cerrado;Solicitud de ayuda en usuario para estudiante Pablo Campos Serrano;46084,45417;46084,45764;Administrativo;Carlos Calvo;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
71996;Cerrado;Incorporación de estudiantes tutores en comunidades de Física en tecDigital;46084,59375;46084,60208;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71997;Cerrado;RV: Ingreso a TEC Digital;46084,59861;46084,60208;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71998;Cerrado;Corrección de nombre;46084,60764;46084,68889;Administrativo FundaTEC;Carlos Calvo;Cambiar información personal;Correo;Solicitud;Normal
71999;Cerrado;Corregir;46084,62431;46085,37014;Administrativo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72000;Cerrado;Restablecimiento de contraseña a Docente;46084,62778;46084,64375;Administrativo FundaTEC;Carlos Calvo;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
72001;Cerrado;Solicitud de ajuste de grupos;46084,64028;46084,64583;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72002;Cerrado;Actualizar cátedra;46084,64097;46084,64722;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
72003;Cerrado;cambio de nombre;46084,68889;46084,68889;Estudiante;Carlos Calvo;Cambiar información personal;Presencial;Solicitud;Normal
72005;Cerrado;Acceso Cátedra tecDigital;46084,76319;46085,32778;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72006;Cerrado;Activación de curso en el TECDigital;46085,32361;46085,33125;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72007;Cerrado;Solicitud de asistencia: Deshabilitar autenticación de dos factores - Fabián de Jesus Soto Vargas;46085,36667;46085,37292;Estudiante;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
72008;Cerrado;Perdida de verificación de sistema dos pasos para ingresar a Office y Outlook;46085,37708;46085,37847;Estudiante FundaTEC;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
72009;Cerrado;Solicitud de enlace de pago para Módulo II;46085,41528;46085,41736;Externo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72010;Cerrado;Materia no incluida;46085,42222;46085,45069;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72011;Cerrado;Divulgar;46085,43819;46085,46319;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72012;Cerrado;Consulta;46085,46389;46085,54653;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72013;Cerrado;Solicitud de ayuda en cuenta;46085,48056;46085,48264;Administrativo;Carlos Calvo;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
72014;Cerrado;Solicitud apertura TEC Digital: GRÁFICOS DE CONTROL A225;46085,48194;46085,55278;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72015;Cerrado;Solicitud apertura TEC Digital: ANÁLISIS DE SISTEMAS DE MEDICIÓN A225;46085,48194;46085,56736;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72016;Cerrado;Cuenta que requiere atención;46085,48264;46085,48403;Administrativo;Carlos Calvo;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
72017;Cerrado;Solicitud apertura TEC Digital: GRÁFICOS DE CONTROL B225;46085,48264;46085,55556;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72018;Cerrado;Solicitud apertura TEC Digital: ANÁLISIS DE SISTEMAS DE MEDICIÓN B225;46085,48264;46085,56875;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72019;Cerrado;Banner Matlab;46085,48264;46087,46736;Profesor;Carlos Calvo;Envío de comunicados a lista seleccionada;Correo;Solicitud;Normal
72020;Cerrado;Solicitud apertura TEC Digital: PROYECTO DE GRADUACIÓN B125;46085,49028;46085,57222;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72021;Cerrado;Solicitud apertura TEC Digital: PROYECTO DE GRADUACIÓN A125;46085,49028;46085,57083;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72022;Cerrado;Solicitud apertura TEC Digital: PROYECTO DE GRADUACIÓN C125;46085,49097;46085,575;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72023;Cerrado;INCLUIR EN COMUNIDAD CATEDRA DINAMICA 2026.;46085,49375;46085,59306;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72024;Cerrado;Solicitud apertura TEC Digital: ANÁLISIS DE DATOS 2 A325;46085,50625;46085,58542;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72025;Cerrado;Solicitud apertura TEC Digital: HERRAMIENTAS PARA LA SOLUCIÓN DE PROBLEMAS A325;46085,50625;46085,59028;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72026;Cerrado;Solicitud apertura TEC Digital: HERRAMIENTAS PARA LA SOLUCIÓN DE PROBLEMAS B325;46085,50625;46085,59236;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72027;Cerrado;Solicitud apertura TEC Digital: ANÁLISIS DE DATOS 2 B325;46085,50625;46085,58889;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72028;Cerrado;Solicitud de sincronizacion de datos en plataforma;46085,54861;46085,6625;Estudiante;Carlos Calvo;Cambiar información personal;Correo;Solicitud;Normal
72029;Cerrado;RE: Problemas con el Tec digital;46085,57639;46085,59792;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72030;Cerrado;Solicitud de asignación de cursos;46085,58125;46085,6;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72031;Cerrado;Fwd: ImprPant.;46085,61181;46085,64653;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
72032;Cerrado;solicitud de ayuda con comunidad Tutorías Elementos Activos;46085,61667;46085,66319;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72034;Cerrado;Mi cuenta se encuentra fuera del tenant del TEC;46085,64722;46085,65556;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72035;Cerrado;Solicitud apertura TEC Digital: Cursos nivelatorios de Estadística MQ;46085,69931;46092,31111;Profesor;Carlos Calvo;Creación de curso;Correo;Solicitud;Normal
72036;Cerrado;Solicitud de acceso a Turnitin;46085,76458;46086,32431;Profesor;Carlos Calvo;Control de plagio;Correo;Solicitud;Normal
72037;Cerrado;Solicitud de Soporte por no activacion del Tec Digital;46085,86181;46086,34722;Profesor;Mariana Mora;Activar cuentas de usuario;Correo;Solicitud;Normal
72039;Cerrado;Duda Usuario s.rodriguez@estudiantec.cr;46086,32361;46086,32917;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72040;Cerrado;Problemas de acceso al correo personal ITCR;46086,34375;46086,36181;Estudiante;Mariana Mora;Atención personalizada a usuarios;Correo;Solicitud;Normal
72041;Cerrado;Re: Problemas de acceso al correo personal ITCR;46086,34514;46086,34722;Estudiante;Mariana Mora;Atención personalizada a usuarios;Correo;Solicitud;Normal
72042;Cerrado;Solicitud de actividad estudiantil;46086,38056;46087,37778;Profesor;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72043;Cerrado;Actualización de curso;46086,43333;46086,55139;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72044;Cerrado;Inclusión nuevos estudiantes;46086,44167;46086,45417;Administrativo FundaTEC;Mariana Mora;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72045;Cerrado;Consulta sobre cambio de contraseña en TEC Digital;46086,48194;46086,48681;Estudiante;Mariana Mora;Atención personalizada a usuarios;Correo;Solicitud;Normal
72046;Cerrado;Solicitud de actualización de estudiantes;46086,51528;46086,55625;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
72047;Cerrado;Solicitud de inclusión de estudiante en la Comunidad de Cálculo Superior (MA-2104);46086,52708;46086,5875;Profesor;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72048;Cerrado;Ingresar estudiante asistente a la comunidad;46086,55139;46086,55347;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72049;Cerrado;Restablecimiento de contraseña a estudiante;46086,61042;46086,61528;Administrativo FundaTEC;Mariana Mora;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
72050;Cerrado;Restablecimiento de contraseña a estudiante;46086,61389;46086,61667;Administrativo FundaTEC;Mariana Mora;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
72051;Cerrado;Consulta;46086,66667;46086,675;Profesor;Mariana Mora;Atención personalizada a usuarios;Correo;Solicitud;Normal
72053;Cerrado;Introducción a cátedra de Física General II;46086,95278;46087,31944;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72054;Cerrado;Creación de GAAPs;46087,04306;46097,35347;Estudiante;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72055;Cerrado;Apoyo corrección de nombre;46087,35139;46087,47778;Profesor;Carlos Calvo;Cambiar información personal;Correo;Solicitud;Normal
72056;Cerrado;Solicitud apertura TEC Digital: EXCEL INTERMEDIO A126 GR 1 B I 2026;46087,37292;46087,44792;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72057;Cerrado;Divulgar;46087,39444;46087,55764;Administrativo;Carlos Calvo;Envío de comunicados a lista seleccionada;Correo;Solicitud;Normal
72058;Cerrado;Problemas con el autenticador;46087,40972;46087,44861;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72059;Cerrado;Re: Solicitud de acceso a funcionalidad de expediente estudiantil;46087,42778;46087,59028;Administrativo;Carlos Calvo;Asignación de permisos especiales;Correo;Solicitud;Normal
72060;Cerrado;Incluir estudiante en comunidad;46087,45347;46087,45903;Director/Coordinador;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72061;Cerrado;Solicitud apertura TEC Digital: COSTOS DE PRODUCCIÓN A225;46087,48472;46087,57014;Administrativo FundaTEC;Mariana Mora;Creación cursos FundaTEC;Correo;Solicitud;Normal
